Request_ID,Timestamp,Service,Environment,Region,HTTP_Method,Status_Code,Latency_ms,CPU_Usage_pct,Payload_KB
REQ-00820,2026-03-28 10:36:00,Auth Service,Production,Bangalore,POST,200,183.4,1.04,10
REQ-00821,2026-05-28 23:23:00,User Service,Production,Mumbai,POST,200,99.6,1.53,439
REQ-00822,2026-02-12 13:33:00,User Service,Production,Mumbai,GET,503,289.8,2.74,260
REQ-00823,2026-06-10 11:15:00,User Service,Production,Bangalore,GET,200,134.5,0.41,228
REQ-00824,2026-05-05 07:44:00,API Gateway,Staging,Hyderabad,GET,401,243.5,3.71,387
REQ-00825,2026-06-17 10:32:00,User Service,Production,Mumbai,GET,502,344.4,0.85,411
REQ-00826,2026-05-26 07:52:00,Payment Service,Production,Bangalore,POST,200,416.6,1.62,191
REQ-00827,2026-01-28 08:13:00,API Gateway,Production,Bangalore,GET,404,173.9,3.25,121
REQ-00828,2026-06-01 06:25:00,API Gateway,Production,Hyderabad,POST,200,225.7,0.86,155
REQ-00829,2026-06-21 12:09:00,Payment Service,Production,Mumbai,GET,200,351.8,2.06,51
REQ-00830,2026-04-24 13:43:00,API Gateway,Production,Pune,POST,200,281.6,3.89,442
REQ-00831,2026-04-03 22:35:00,API Gateway,Staging,Bangalore,POST,200,159.4,2.15,314
REQ-00832,2026-03-30 07:19:00,Auth Service,Production,Hyderabad,POST,502,363.0,0.98,299
REQ-00833,2026-03-29 01:02:00,User Service,Production,Pune,POST,200,108.4,3.45,71
REQ-00834,2026-01-15 20:30:00,Notification Service,Production,Hyderabad,POST,200,248.7,2.13,327
REQ-00835,2026-02-02 15:33:00,API Gateway,Staging,Mumbai,POST,401,79.0,3.58,88
REQ-00836,2026-04-01 12:51:00,Auth Service,Production,Pune,GET,404,173.3,2.62,292
REQ-00837,2026-01-31 21:24:00,API Gateway,Staging,Pune,POST,500,478.6,2.66,497
REQ-00838,2026-03-20 15:06:00,Notification Service,Production,Pune,GET,200,340.1,1.26,285
REQ-00839,2026-03-23 17:14:00,API Gateway,Production,Hyderabad,POST,429,161.5,2.99,371
REQ-00840,2026-05-09 06:24:00,Auth Service,Production,Pune,GET,429,191.4,0.12,91
REQ-00841,2026-04-10 02:48:00,Auth Service,Production,Mumbai,GET,500,165.5,1.01,150
REQ-00842,2026-02-04 05:37:00,User Service,Production,Pune,GET,500,418.2,1.93,272
REQ-00843,2026-06-01 09:04:00,Notification Service,Production,Pune,PUT,500,423.6,1.89,82
REQ-00844,2026-03-22 14:34:00,Notification Service,Production,Hyderabad,POST,200,275.7,0.79,253
REQ-00845,2026-03-21 15:22:00,Payment Service,Production,Bangalore,POST,200,385.2,3.98,85
REQ-00846,2026-05-30 14:32:00,API Gateway,Production,Pune,POST,503,343.2,2.39,56
REQ-00847,2026-03-15 04:06:00,Notification Service,Production,Hyderabad,GET,200,199.3,1.21,169
REQ-00848,2026-03-12 10:37:00,Notification Service,Staging,Pune,GET,503,352.3,2.09,196
REQ-00849,2026-06-23 19:41:00,API Gateway,Production,Bangalore,DELETE,201,158.4,0.31,466
REQ-00850,2026-04-18 04:48:00,Payment Service,Production,Mumbai,GET,200,354.4,3.14,34
REQ-00851,2026-04-29 07:23:00,Notification Service,Production,Mumbai,GET,201,128.5,1.92,241
REQ-00852,2026-03-10 15:23:00,Notification Service,Production,Mumbai,GET,200,184.8,2.36,284
REQ-00853,2026-03-28 14:33:00,Auth Service,Staging,Hyderabad,GET,201,162.7,1.33,197
REQ-00854,2026-04-06 18:45:00,API Gateway,Production,Mumbai,POST,200,206.4,0.31,356
REQ-00855,2026-01-27 08:21:00,Notification Service,Staging,Pune,DELETE,201,287.5,0.94,130
REQ-00856,2026-05-29 03:41:00,API Gateway,Production,Mumbai,GET,200,207.9,3.43,15
REQ-00857,2026-06-02 05:08:00,Auth Service,Production,Bangalore,DELETE,502,117.2,3.67,313
REQ-00858,2026-03-08 23:13:00,API Gateway,Staging,Bangalore,PUT,200,99.5,1.31,445
REQ-00859,2026-02-05 20:44:00,Auth Service,Production,Pune,GET,500,118.1,2.55,414
REQ-00860,2026-01-28 20:08:00,Notification Service,Production,Pune,PUT,201,167.3,3.28,426
REQ-00861,2026-02-04 14:32:00,API Gateway,Production,Mumbai,POST,401,122.4,0.42,85
REQ-00862,2026-01-14 02:07:00,Auth Service,Production,Hyderabad,POST,500,158.9,2.85,421
REQ-00863,2026-03-06 01:44:00,API Gateway,Production,Pune,GET,200,238.4,1.5,464
REQ-00864,2026-01-17 19:46:00,Payment Service,Staging,Pune,PUT,200,330.4,3.05,433
REQ-00865,2026-06-20 04:05:00,API Gateway,Production,Mumbai,GET,200,186.9,0.25,223
REQ-00866,2026-04-02 00:34:00,Auth Service,Production,Mumbai,PUT,200,195.2,1.57,350
REQ-00867,2026-06-14 04:36:00,API Gateway,Production,Hyderabad,GET,200,190.5,3.65,424
REQ-00868,2026-06-21 06:29:00,Auth Service,Production,Hyderabad,PUT,502,204.1,2.24,381
REQ-00869,2026-03-12 10:48:00,Auth Service,Production,Bangalore,GET,200,167.0,0.6,211
REQ-00870,2026-02-09 00:16:00,Payment Service,Production,Pune,POST,200,357.9,1.29,201
REQ-00871,2026-03-18 14:24:00,Payment Service,Staging,Pune,GET,200,302.6,3.54,112
REQ-00872,2026-04-30 22:07:00,User Service,Production,Bangalore,POST,200,186.7,3.56,334
REQ-00873,2026-06-14 14:07:00,Auth Service,Production,Pune,DELETE,200,146.6,2.6,255
REQ-00874,2026-02-17 08:27:00,API Gateway,Production,Bangalore,GET,500,96.4,0.39,64
REQ-00875,2026-02-12 02:45:00,Payment Service,Production,Hyderabad,GET,500,386.8,0.86,20
REQ-00876,2026-06-09 07:28:00,Notification Service,Production,Bangalore,GET,500,435.9,3.24,246
REQ-00877,2026-01-04 16:15:00,Notification Service,Production,Hyderabad,POST,429,343.0,2.7,67
REQ-00878,2026-01-29 10:49:00,Auth Service,Production,Bangalore,GET,201,99.4,1.54,83
REQ-00879,2026-06-19 06:48:00,Auth Service,Production,Mumbai,GET,200,95.1,0.85,279
REQ-00880,2026-01-02 22:50:00,Notification Service,Production,Bangalore,PUT,200,306.1,0.99,100
REQ-00881,2026-03-04 08:32:00,Auth Service,Production,Hyderabad,GET,500,139.2,0.69,128
REQ-00882,2026-02-18 01:44:00,Auth Service,Production,Hyderabad,PUT,201,203.2,3.68,94
REQ-00883,2026-03-14 03:55:00,API Gateway,Production,Pune,DELETE,500,358.7,1.59,116
REQ-00884,2026-04-11 12:15:00,API Gateway,Production,Hyderabad,PUT,200,102.0,1.28,147
REQ-00885,2026-04-07 04:38:00,Auth Service,Production,Pune,PUT,200,135.5,3.78,346
REQ-00886,2026-06-11 08:46:00,User Service,Production,Bangalore,GET,404,268.1,1.61,386
REQ-00887,2026-06-21 13:46:00,Notification Service,Production,Hyderabad,GET,201,237.8,1.99,380
REQ-00888,2026-05-29 21:38:00,API Gateway,Production,Bangalore,GET,400,181.3,3.98,73
REQ-00889,2026-01-18 19:31:00,User Service,Production,Mumbai,GET,200,205.4,1.02,241
REQ-00890,2026-03-24 04:21:00,API Gateway,Staging,Pune,GET,200,170.6,1.32,135
REQ-00891,2026-06-11 11:05:00,User Service,Production,Mumbai,POST,201,195.7,3.64,324
REQ-00892,2026-05-30 03:26:00,API Gateway,Production,Bangalore,POST,400,171.0,2.02,470
REQ-00893,2026-01-22 06:15:00,Payment Service,Production,Pune,POST,200,204.0,2.72,359
REQ-00894,2026-05-21 17:26:00,Payment Service,Staging,Mumbai,DELETE,401,312.5,2.97,186
REQ-00895,2026-04-20 14:26:00,User Service,Production,Bangalore,POST,200,176.1,0.95,365
REQ-00896,2026-06-19 22:12:00,Payment Service,Production,Bangalore,GET,404,328.2,3.3,79
REQ-00897,2026-01-19 21:33:00,Payment Service,Production,Pune,GET,200,237.2,2.55,435
REQ-00898,2026-01-04 14:32:00,Payment Service,Production,Pune,GET,201,410.1,1.04,13
REQ-00899,2026-05-02 02:18:00,Notification Service,Production,Hyderabad,POST,200,222.6,1.88,356
REQ-00900,2026-04-23 08:09:00,Auth Service,Production,Hyderabad,GET,503,199.5,3.7,111
REQ-00901,2026-01-08 15:29:00,Auth Service,Production,Pune,POST,200,186.3,3.26,387
REQ-00902,2026-02-06 14:46:00,Auth Service,Production,Pune,DELETE,200,221.1,1.54,474
REQ-00903,2026-05-26 07:34:00,Payment Service,Production,Pune,DELETE,200,269.4,3.62,23
REQ-00904,2026-06-26 00:47:00,API Gateway,Production,Mumbai,POST,500,207.5,3.76,475
REQ-00905,2026-05-31 01:50:00,Notification Service,Staging,Hyderabad,PUT,200,222.0,2.23,113
REQ-00906,2026-05-01 05:01:00,Auth Service,Production,Bangalore,GET,201,110.8,2.22,31
REQ-00907,2026-06-07 14:51:00,Payment Service,Production,Hyderabad,POST,201,353.5,0.19,356
REQ-00908,2026-02-04 13:37:00,User Service,Production,Bangalore,PUT,429,260.1,0.74,376
REQ-00909,2026-01-04 04:51:00,Notification Service,Production,Hyderabad,DELETE,502,428.1,3.93,21
REQ-00910,2026-03-07 12:28:00,User Service,Staging,Pune,GET,200,194.6,3.24,470
REQ-00911,2026-01-10 02:12:00,API Gateway,Production,Hyderabad,GET,200,68.7,0.68,426
REQ-00912,2026-01-01 09:19:00,API Gateway,Production,Mumbai,POST,400,168.4,2.46,38
REQ-00913,2026-05-01 21:44:00,API Gateway,Production,Mumbai,DELETE,200,117.2,3.8,56
REQ-00914,2026-06-19 15:28:00,Auth Service,Production,Mumbai,GET,503,280.4,3.92,49
REQ-00915,2026-05-30 01:54:00,Payment Service,Production,Hyderabad,GET,200,239.1,2.71,444
REQ-00916,2026-04-04 01:55:00,Auth Service,Production,Mumbai,GET,401,153.3,3.87,271
REQ-00917,2026-01-04 03:12:00,Auth Service,Production,Hyderabad,PUT,200,144.2,1.01,382
REQ-00918,2026-06-18 05:44:00,Auth Service,Staging,Pune,GET,200,127.5,2.98,219
REQ-00919,2026-02-22 15:07:00,Payment Service,Production,Bangalore,DELETE,200,124.3,0.86,473
REQ-00920,2026-05-22 23:26:00,API Gateway,Staging,Bangalore,POST,200,193.8,2.1,414
REQ-00921,2026-06-23 07:30:00,Payment Service,Production,Mumbai,GET,200,346.7,0.73,469
REQ-00922,2026-05-13 21:45:00,API Gateway,Production,Pune,GET,400,187.0,3.51,156
REQ-00923,2026-05-30 15:28:00,User Service,Production,Mumbai,POST,200,246.6,0.84,400
REQ-00924,2026-05-04 23:54:00,User Service,Production,Pune,GET,201,161.7,1.13,472
REQ-00925,2026-03-26 01:06:00,Auth Service,Production,Pune,DELETE,200,184.9,2.29,178
REQ-00926,2026-04-26 08:49:00,Auth Service,Staging,Mumbai,GET,200,184.8,2.92,287
REQ-00927,2026-04-27 14:52:00,API Gateway,Staging,Mumbai,PUT,201,262.3,2.78,305
REQ-00928,2026-01-01 14:00:00,API Gateway,Production,Pune,POST,400,200.7,2.38,59
REQ-00929,2026-06-15 19:15:00,Payment Service,Production,Bangalore,POST,200,145.5,2.22,436
REQ-00930,2026-04-15 13:54:00,API Gateway,Production,Hyderabad,GET,200,134.9,0.83,28
REQ-00931,2026-01-10 21:40:00,API Gateway,Production,Pune,POST,201,266.8,1.22,291
REQ-00932,2026-06-16 06:23:00,API Gateway,Production,Bangalore,POST,200,190.1,3.46,89
REQ-00933,2026-02-24 19:47:00,API Gateway,Production,Mumbai,POST,201,111.5,0.76,229
REQ-00934,2026-01-06 02:18:00,API Gateway,Production,Bangalore,PUT,502,401.2,4.0,316
REQ-00935,2026-03-26 05:22:00,Auth Service,Production,Mumbai,GET,200,134.4,3.62,353
REQ-00936,2026-05-31 23:40:00,Notification Service,Production,Mumbai,PUT,500,267.9,0.25,80
REQ-00937,2026-03-20 22:54:00,Payment Service,Production,Bangalore,GET,200,507.4,0.47,52
REQ-00938,2026-01-03 18:41:00,User Service,Production,Mumbai,POST,200,207.9,1.74,69
REQ-00939,2026-01-17 10:31:00,Payment Service,Production,Pune,GET,429,299.0,0.93,309
REQ-00940,2026-01-12 21:58:00,Payment Service,Production,Hyderabad,PUT,500,516.5,0.59,197
REQ-00941,2026-04-07 13:25:00,Payment Service,Staging,Hyderabad,GET,502,294.5,2.03,248
REQ-00942,2026-01-13 08:30:00,User Service,Production,Pune,GET,200,159.4,3.17,131
REQ-00943,2026-03-13 02:35:00,Auth Service,Production,Bangalore,POST,200,205.6,1.17,457
REQ-00944,2026-05-04 11:24:00,Auth Service,Production,Mumbai,GET,200,157.3,2.05,416
REQ-00945,2026-05-24 05:51:00,User Service,Production,Mumbai,PUT,429,145.4,3.11,20
REQ-00946,2026-03-01 08:41:00,User Service,Production,Hyderabad,PUT,503,180.9,2.85,307
REQ-00947,2026-06-02 01:21:00,Auth Service,Production,Mumbai,POST,400,226.6,1.01,128
REQ-00948,2026-06-19 22:17:00,User Service,Production,Bangalore,POST,200,175.1,2.05,268
REQ-00949,2026-05-08 07:06:00,Notification Service,Production,Pune,GET,200,298.0,1.71,68
REQ-00950,2026-05-22 03:06:00,Notification Service,Production,Mumbai,POST,200,99.2,1.64,265
REQ-00951,2026-03-25 22:00:00,API Gateway,Production,Bangalore,POST,201,138.1,1.83,297
REQ-00952,2026-04-07 15:50:00,API Gateway,Staging,Pune,GET,500,590.7,0.15,25
REQ-00953,2026-05-24 23:53:00,Auth Service,Staging,Pune,PUT,400,152.0,3.41,336
REQ-00954,2026-03-07 18:22:00,Auth Service,Production,Bangalore,PUT,200,91.5,3.38,150
REQ-00955,2026-04-30 11:06:00,API Gateway,Production,Mumbai,POST,201,148.2,2.64,492
REQ-00956,2026-06-28 01:12:00,Payment Service,Production,Mumbai,POST,502,671.9,3.56,197
REQ-00957,2026-06-10 10:53:00,Notification Service,Production,Bangalore,GET,502,687.4,0.74,256
REQ-00958,2026-06-20 10:56:00,Payment Service,Production,Pune,POST,200,332.3,0.18,123
REQ-00959,2026-01-11 04:37:00,Payment Service,Production,Bangalore,POST,429,273.4,2.6,7
REQ-00960,2026-06-11 17:58:00,Payment Service,Production,Mumbai,POST,404,366.3,0.22,213
REQ-00961,2026-06-05 14:25:00,User Service,Production,Hyderabad,POST,200,171.8,2.12,154
REQ-00962,2026-01-14 20:57:00,User Service,Production,Bangalore,GET,503,307.0,2.36,15
REQ-00963,2026-01-06 03:19:00,User Service,Production,Hyderabad,PUT,200,164.6,0.38,377
REQ-00964,2026-05-05 10:06:00,Auth Service,Staging,Mumbai,POST,201,119.2,3.39,208
REQ-00965,2026-05-19 18:43:00,Auth Service,Production,Bangalore,POST,401,210.9,3.07,211
REQ-00966,2026-05-16 12:46:00,User Service,Production,Hyderabad,GET,200,243.0,2.37,351
REQ-00967,2026-03-31 17:08:00,API Gateway,Production,Hyderabad,DELETE,400,198.8,0.12,22
REQ-00968,2026-02-18 06:07:00,Notification Service,Production,Bangalore,POST,200,183.1,1.9,188
REQ-00969,2026-06-04 03:19:00,API Gateway,Production,Pune,GET,503,209.4,2.69,270
REQ-00970,2026-04-30 11:35:00,Payment Service,Production,Hyderabad,DELETE,200,218.1,1.57,450
REQ-00971,2026-01-27 03:36:00,API Gateway,Staging,Pune,GET,200,246.4,3.02,470
REQ-00972,2026-02-22 20:40:00,Notification Service,Production,Hyderabad,POST,502,327.0,3.75,57
REQ-00973,2026-04-15 07:34:00,Payment Service,Production,Pune,POST,200,246.2,3.45,285
REQ-00974,2026-04-19 11:27:00,Notification Service,Production,Mumbai,PUT,200,232.3,3.6,141
REQ-00975,2026-03-13 04:57:00,Payment Service,Production,Pune,POST,200,318.5,2.75,379
REQ-00976,2026-05-10 08:18:00,Auth Service,Staging,Mumbai,GET,503,300.8,3.75,439
REQ-00977,2026-01-27 21:12:00,API Gateway,Production,Bangalore,GET,200,216.5,1.72,371
REQ-00978,2026-01-05 03:07:00,Payment Service,Production,Bangalore,GET,200,360.2,3.77,445
REQ-00979,2026-06-15 20:26:00,Payment Service,Production,Mumbai,PUT,200,202.2,3.73,267
REQ-00980,2026-01-26 19:40:00,Payment Service,Production,Hyderabad,GET,200,161.2,0.9,166
REQ-00981,2026-03-26 14:44:00,API Gateway,Production,Pune,GET,200,260.2,1.02,13
REQ-00982,2026-05-03 01:38:00,API Gateway,Staging,Hyderabad,PUT,400,224.2,2.03,391
REQ-00983,2026-01-20 18:20:00,API Gateway,Production,Bangalore,GET,200,229.5,2.33,183
REQ-00984,2026-03-17 23:08:00,User Service,Production,Pune,GET,500,401.3,2.55,134
REQ-00985,2026-02-16 00:27:00,Notification Service,Production,Hyderabad,POST,200,161.5,3.02,296
REQ-00986,2026-05-16 19:46:00,Payment Service,Production,Pune,POST,500,239.7,0.27,166
REQ-00987,2026-03-25 05:13:00,Payment Service,Production,Bangalore,POST,201,274.9,2.33,241
REQ-00988,2026-03-31 14:00:00,Auth Service,Production,Bangalore,PUT,200,162.0,2.85,393
REQ-00989,2026-01-02 09:15:00,Auth Service,Staging,Hyderabad,GET,500,123.6,1.31,336
REQ-00990,2026-05-24 05:12:00,User Service,Staging,Hyderabad,GET,200,233.2,2.2,257
REQ-00991,2026-04-25 05:26:00,API Gateway,Production,Hyderabad,GET,200,141.9,1.8,351
REQ-00992,2026-05-14 23:27:00,API Gateway,Production,Bangalore,PUT,200,198.2,3.47,111
REQ-00993,2026-01-26 08:39:00,API Gateway,Production,Pune,GET,429,205.5,0.54,205
REQ-00994,2026-06-16 10:04:00,Notification Service,Production,Pune,PUT,500,435.0,0.74,497
REQ-00995,2026-03-11 06:47:00,API Gateway,Production,Hyderabad,GET,201,193.4,0.41,367
REQ-00996,2026-01-12 08:55:00,User Service,Staging,Bangalore,PUT,429,218.3,0.69,250
REQ-00997,2026-01-06 19:41:00,Notification Service,Production,Mumbai,GET,200,243.6,2.78,29
REQ-00998,2026-05-22 02:01:00,Notification Service,Production,Mumbai,GET,200,174.3,3.63,299
REQ-00999,2026-01-06 12:22:00,API Gateway,Production,Mumbai,POST,502,421.6,1.84,32
REQ-01000,2026-02-05 21:07:00,Payment Service,Staging,Mumbai,POST,200,400.7,3.37,41
REQ-01001,2026-04-23 23:57:00,API Gateway,Production,Hyderabad,GET,200,143.6,1.24,498
REQ-01002,2026-05-27 15:15:00,User Service,Production,Mumbai,DELETE,200,189.5,2.32,440
REQ-01003,2026-01-26 13:07:00,User Service,Staging,Hyderabad,PUT,200,206.0,1.66,236
REQ-01004,2026-02-01 23:49:00,Auth Service,Staging,Pune,POST,200,141.1,3.59,202
REQ-01005,2026-04-21 01:26:00,User Service,Production,Mumbai,GET,429,126.1,3.13,71
REQ-01006,2026-01-17 05:25:00,API Gateway,Production,Mumbai,GET,201,156.2,3.2,494
REQ-01007,2026-05-11 01:06:00,Auth Service,Production,Pune,PUT,500,317.0,0.5,33
REQ-01008,2026-05-14 17:33:00,User Service,Production,Hyderabad,GET,200,207.3,0.6,25
REQ-01009,2026-02-02 09:28:00,Notification Service,Production,Hyderabad,POST,400,219.7,1.38,295
REQ-01010,2026-01-26 02:43:00,Auth Service,Staging,Mumbai,GET,502,260.1,1.03,16
REQ-01011,2026-03-21 17:52:00,API Gateway,Production,Bangalore,PUT,200,200.0,1.07,354
REQ-01012,2026-01-26 12:11:00,Payment Service,Production,Bangalore,GET,200,259.0,3.13,114
REQ-01013,2026-05-14 21:23:00,Notification Service,Staging,Hyderabad,PUT,200,77.4,3.46,208
REQ-01014,2026-06-20 13:39:00,Payment Service,Staging,Hyderabad,GET,503,692.8,3.02,447
REQ-01015,2026-04-30 08:00:00,API Gateway,Staging,Hyderabad,POST,429,150.1,0.87,228
REQ-01016,2026-01-03 00:01:00,Payment Service,Production,Pune,DELETE,400,442.7,2.69,278
REQ-01017,2026-03-09 10:11:00,Auth Service,Production,Pune,DELETE,401,113.8,2.75,39
REQ-01018,2026-04-12 01:12:00,API Gateway,Production,Bangalore,DELETE,200,153.5,3.48,307
REQ-01019,2026-05-04 06:25:00,User Service,Production,Mumbai,GET,201,205.2,2.5,93
REQ-01020,2026-05-01 15:17:00,Auth Service,Production,Pune,GET,500,245.6,3.81,378
REQ-01021,2026-06-23 19:49:00,Auth Service,Staging,Hyderabad,PUT,502,165.5,0.51,179
REQ-01022,2026-04-20 23:47:00,Payment Service,Production,Bangalore,DELETE,500,326.7,0.59,95
REQ-01023,2026-06-08 11:28:00,Payment Service,Production,Bangalore,DELETE,200,276.0,2.52,28
REQ-01024,2026-01-29 06:41:00,API Gateway,Production,Mumbai,GET,200,172.4,1.02,51
REQ-01025,2026-03-17 17:14:00,API Gateway,Production,Mumbai,GET,200,141.4,1.39,287
REQ-01026,2026-04-28 13:15:00,API Gateway,Production,Pune,GET,400,156.8,1.34,216
REQ-01027,2026-01-11 10:52:00,Auth Service,Production,Mumbai,POST,201,165.8,1.8,1
REQ-01028,2026-01-12 14:22:00,Payment Service,Staging,Hyderabad,GET,500,618.4,2.28,401
REQ-01029,2026-06-13 09:51:00,Payment Service,Production,Pune,PUT,201,218.2,0.74,365
REQ-01030,2026-03-30 13:22:00,Auth Service,Production,Bangalore,GET,200,99.4,2.4,390
REQ-01031,2026-05-26 21:39:00,API Gateway,Production,Hyderabad,GET,200,200.3,3.65,446
REQ-01032,2026-03-26 04:19:00,API Gateway,Production,Hyderabad,GET,200,246.6,1.71,54
REQ-01033,2026-01-08 09:18:00,User Service,Production,Hyderabad,PUT,200,256.9,2.89,378
REQ-01034,2026-02-07 23:31:00,Auth Service,Staging,Mumbai,GET,500,213.2,0.92,126
REQ-01035,2026-05-21 21:50:00,Payment Service,Production,Mumbai,POST,502,569.5,2.81,182
REQ-01036,2026-06-23 05:45:00,API Gateway,Production,Mumbai,POST,200,175.6,0.74,184
REQ-01037,2026-03-06 01:34:00,API Gateway,Production,Bangalore,GET,201,153.0,2.39,139
REQ-01038,2026-01-14 22:52:00,Payment Service,Production,Bangalore,GET,200,263.9,1.8,164
REQ-01039,2026-06-12 04:43:00,API Gateway,Staging,Pune,GET,201,197.1,3.33,359
REQ-01040,2026-05-17 06:01:00,Auth Service,Production,Hyderabad,POST,401,153.6,3.08,243
REQ-01041,2026-05-01 17:22:00,User Service,Production,Pune,POST,429,212.9,1.64,343
REQ-01042,2026-01-20 19:46:00,Notification Service,Staging,Bangalore,GET,404,250.8,0.82,280
REQ-01043,2026-02-26 22:31:00,Payment Service,Production,Mumbai,PUT,401,377.8,1.91,62
REQ-01044,2026-06-24 09:33:00,Payment Service,Production,Pune,GET,429,223.2,1.21,472
REQ-01045,2026-05-12 03:54:00,Auth Service,Production,Hyderabad,POST,201,93.4,3.88,31
REQ-01046,2026-05-14 22:39:00,User Service,Production,Hyderabad,GET,200,225.8,3.85,116
REQ-01047,2026-03-07 07:04:00,Payment Service,Staging,Mumbai,GET,404,278.6,0.72,192
REQ-01048,2026-05-04 00:55:00,API Gateway,Production,Mumbai,POST,200,231.1,2.64,425
REQ-01049,2026-01-26 20:11:00,Notification Service,Production,Mumbai,POST,200,247.2,2.36,158
REQ-01050,2026-05-15 01:45:00,Auth Service,Production,Bangalore,POST,200,111.5,0.77,371
REQ-01051,2026-04-06 04:06:00,Notification Service,Production,Mumbai,POST,200,281.3,3.83,365
REQ-01052,2026-04-06 21:57:00,Notification Service,Production,Hyderabad,POST,404,249.4,2.4,221
REQ-01053,2026-04-18 07:19:00,User Service,Staging,Pune,POST,200,260.6,0.92,391
REQ-01054,2026-05-04 09:40:00,API Gateway,Production,Mumbai,GET,200,157.3,3.99,35
REQ-01055,2026-04-13 21:42:00,User Service,Production,Hyderabad,POST,503,260.0,1.09,96
REQ-01056,2026-04-17 16:25:00,API Gateway,Production,Bangalore,POST,200,215.9,0.11,208
REQ-01057,2026-02-11 10:08:00,API Gateway,Production,Hyderabad,GET,401,43.7,2.6,239
REQ-01058,2026-04-22 01:50:00,Auth Service,Production,Mumbai,GET,200,136.3,2.39,225
REQ-01059,2026-01-27 06:05:00,Notification Service,Staging,Mumbai,POST,200,193.4,1.82,457
REQ-01060,2026-01-22 15:19:00,API Gateway,Production,Mumbai,GET,400,132.5,3.0,173
REQ-01061,2026-06-21 21:18:00,User Service,Production,Bangalore,POST,201,235.9,1.25,390
REQ-01062,2026-06-12 08:22:00,API Gateway,Production,Mumbai,PUT,200,186.8,2.91,478
REQ-01063,2026-06-18 07:53:00,Payment Service,Production,Hyderabad,DELETE,429,289.4,3.74,13
REQ-01064,2026-06-28 00:26:00,User Service,Production,Pune,DELETE,200,145.9,0.44,61
REQ-01065,2026-03-26 14:31:00,Notification Service,Production,Mumbai,GET,502,339.8,1.33,492
REQ-01066,2026-06-03 19:30:00,Auth Service,Staging,Mumbai,POST,200,167.5,3.17,273
REQ-01067,2026-06-05 23:48:00,Auth Service,Production,Mumbai,DELETE,503,230.3,3.7,404
REQ-01068,2026-04-04 12:30:00,User Service,Production,Mumbai,POST,200,201.1,0.52,490
REQ-01069,2026-05-10 09:51:00,User Service,Staging,Bangalore,GET,201,303.0,2.27,425
REQ-01070,2026-01-06 21:24:00,Payment Service,Production,Hyderabad,DELETE,200,194.0,2.96,353
REQ-01071,2026-04-20 10:31:00,User Service,Production,Hyderabad,PUT,200,226.3,1.56,396
REQ-01072,2026-04-28 11:40:00,API Gateway,Production,Mumbai,GET,502,300.9,3.97,464
REQ-01073,2026-02-18 00:14:00,Auth Service,Production,Mumbai,POST,200,172.1,3.54,363
REQ-01074,2026-02-20 12:26:00,Payment Service,Production,Mumbai,DELETE,502,444.2,1.83,478
REQ-01075,2026-01-05 21:23:00,API Gateway,Production,Hyderabad,GET,200,239.9,3.1,329
REQ-01076,2026-02-28 17:39:00,API Gateway,Production,Bangalore,POST,200,115.7,3.21,15
REQ-01077,2026-04-06 01:18:00,Auth Service,Production,Mumbai,POST,200,165.1,2.17,9
REQ-01078,2026-05-17 02:24:00,Payment Service,Production,Bangalore,POST,400,454.2,3.31,328
REQ-01079,2026-01-27 15:39:00,Payment Service,Production,Mumbai,GET,201,317.9,3.65,129
REQ-01080,2026-05-07 09:37:00,API Gateway,Staging,Hyderabad,POST,200,138.1,2.09,174
REQ-01081,2026-03-26 06:12:00,API Gateway,Staging,Hyderabad,GET,500,352.2,3.46,231
REQ-01082,2026-02-07 15:35:00,User Service,Production,Mumbai,POST,400,212.3,3.92,291
REQ-01083,2026-02-23 01:14:00,Payment Service,Production,Hyderabad,GET,502,639.8,1.13,441
REQ-01084,2026-06-03 16:01:00,Auth Service,Production,Mumbai,GET,502,251.3,1.71,108
REQ-01085,2026-04-22 16:11:00,Payment Service,Production,Hyderabad,DELETE,200,471.6,1.99,467
REQ-01086,2026-05-16 00:37:00,API Gateway,Staging,Bangalore,POST,502,133.8,0.79,23
REQ-01087,2026-03-04 17:21:00,User Service,Production,Hyderabad,POST,502,296.4,2.42,337
REQ-01088,2026-04-12 10:35:00,Auth Service,Staging,Hyderabad,POST,502,210.7,1.41,28
REQ-01089,2026-03-23 09:22:00,Auth Service,Production,Hyderabad,POST,200,115.1,0.15,156
REQ-01090,2026-02-19 02:49:00,API Gateway,Production,Hyderabad,POST,200,151.5,2.34,348
REQ-01091,2026-06-22 06:00:00,User Service,Production,Bangalore,PUT,200,163.7,2.73,363
REQ-01092,2026-01-27 14:31:00,Payment Service,Production,Hyderabad,GET,200,241.9,3.57,456
REQ-01093,2026-03-12 09:10:00,Payment Service,Production,Mumbai,POST,400,319.0,2.93,286
REQ-01094,2026-01-14 15:39:00,User Service,Production,Hyderabad,GET,201,270.6,1.21,13
REQ-01095,2026-01-24 04:10:00,User Service,Staging,Hyderabad,GET,200,80.8,0.57,13
REQ-01096,2026-06-15 11:32:00,Auth Service,Production,Bangalore,GET,200,105.4,2.11,320
REQ-01097,2026-04-03 19:04:00,API Gateway,Production,Pune,PUT,200,117.3,1.51,67
